Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes,Sentiment,Text
"Executive Sales & Marketing,Trainer,Bussiness Development.",Mumbai,,,2 Jul 2018,5.0,3.0,3.0,4.0,5.0,5.0,2.0,instant boss seniors teammates work environment innovation company culture job security etc,career growth and opportunity salary appraisal travel outstation worklife balance,1,instant boss seniors teammates work environment innovation company culture job security etc career growth and opportunity salary appraisal travel outstation worklife balance
Field Service Engineer,Siliguri,,,1 Feb 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,cause  i like all product of philips,no issue,1,cause  i like all product of philips no issue
Senior Technical Writer,Bangalore,,Content Management (Print / Online / Electronic) Department,7 Jul 2018,3.0,2.0,4.0,4.0,3.0,2.0,3.0,i will specifically talk about the group eici since i was a part of this group there were individuals who are world class and outstanding on knowledge management or managing the product,the people management group can be a bad place for individuals with good physical feature since management indulges in nepotism and feels insecure when team bonding activities interactions happen with other team members,0,i will specifically talk about the group eici since i was a part of this group there were individuals who are world class and outstanding on knowledge management or managing the product the people management group can be a bad place for individuals with good physical feature since management indulges in nepotism and feels insecure when team bonding activities interactions happen with other team members
General Manager,,Full Time,Operations Department,4 Aug 2019,5.0,5.0,5.0,4.0,3.0,5.0,5.0,work culture is sgood and we can learn much more at there,i dont like management,1,work culture is sgood and we can learn much more at there i dont like management
Executive Engineer,Pune,,,3 Oct 2018,5.0,5.0,5.0,4.0,3.0,5.0,5.0,representing the global brand and the response before the client salary and other travel benefits are good travel and bit of worklife balance,lack of professionalism and leadership no interest in developing individuals as future leaders people joining from different companies and small companies expect a lot from the organization in terms of mentoring from superior or the reporting authorityno proper empowerment of the person before the customer and also within the organization  i had joined philips from midmark formerly janak healthcare private limited where i was star performer due to many good initiations from the company like proper training empowering the sales person as a key person before the customer and also within the organization  but whereas it is very very poor in philips people will feel very suffocated and it will be a big minus point in ones resume if you leave the company like philips in a short time with so many aspirations people join with a great pace to excel in their work but it is something different hereread more,1,representing the global brand and the response before the client salary and other travel benefits are good travel and bit of worklife balance lack of professionalism and leadership no interest in developing individuals as future leaders people joining from different companies and small companies expect a lot from the organization in terms of mentoring from superior or the reporting authorityno proper empowerment of the person before the customer and also within the organization  i had joined philips from midmark formerly janak healthcare private limited where i was star performer due to many good initiations from the company like proper training empowering the sales person as a key person before the customer and also within the organization  but whereas it is very very poor in philips people will feel very suffocated and it will be a big minus point in ones resume if you leave the company like philips in a short time with so many aspirations people join with a great pace to excel in their work but it is something different hereread more
Sales Manager,Hyderabad,,,7 Aug 2018,2.0,4.0,5.0,5.0,5.0,4.0,5.0,work life balance incentive policy work culture job security,career growth travel policy,-1,work life balance incentive policy work culture job security career growth travel policy
Sales Manager,Gurgaon/Gurugram,,,0 Feb 2022,4.0,3.0,1.0,5.0,1.0,1.0,3.0,work environment,career growth,1,work environment career growth
Platform Specialist,Bangalore,,Quality Assurance and Testing Department,0 Feb 2019,5.0,4.0,5.0,4.0,4.0,4.0,3.0,open communication with management flexible working conditions,poor performance appraisal capability no premium for special talent poor growth trajectory not a good place for ambitious professionals,1,open communication with management flexible working conditions poor performance appraisal capability no premium for special talent poor growth trajectory not a good place for ambitious professionals
Professional,,,HR Operations Department,6 Aug 2019,4.0,4.0,3.0,4.0,3.0,5.0,3.0,innovative workplace,no job security career growth repetative errors,1,innovative workplace no job security career growth repetative errors
Manager,Gurgaon,,Finance Department,0 May 2018,1.0,4.0,5.0,3.0,4.0,4.0,5.0,career growth,no any issue,-1,career growth no any issue
Senior Store Officer,Pune,,SCM & Logistics Department,4 Sep 2018,3.0,4.0,5.0,3.0,4.0,4.0,5.0,skill development learning facility and responsibility assignment,worklife balance compensation  benefits and career growth,0,skill development learning facility and responsibility assignment worklife balance compensation  benefits and career growth
Philips Employe Sales Promoter,Gurgaon,,,4 Feb 2019,5.0,3.0,2.0,1.0,3.0,3.0,1.0,,,1, 
Project Manager,Dhaka,,Technology / IT Department,3 Aug 2018,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,,1, 
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,,-1, 
,,,,,,3.0,5.0,4.0,4.0,5.0,3.0,,,-1, 
Assistant Manager -  Maintenance,Vadodara,Full Time,Engineering Department,1 Oct 2018,5.0,4.0,5.0,4.0,4.0,4.0,4.0,excellent place to work,good,1,excellent place to work good
Quality Engineer,Pume,Full Time,Production & Manufacturing Department,3 Mar 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,philips healthcare is work for us and the covid 19 pandemic the humans need to be support for health benefits to improve our immunity power ,nothing else to say something,1,philips healthcare is work for us and the covid 19 pandemic the humans need to be support for health benefits to improve our immunity power  nothing else to say something
Nutritionist . Dietician,Meerut,Full Time,Health & Fitness Department,9 Aug 2020,5.0,5.0,5.0,5.0,5.0,5.0,5.0,brand name,politics which hampers growth work life appraisal and even learning at times,1,brand name politics which hampers growth work life appraisal and even learning at times
"Segment Lead, Retail And Hospitality Lighting",Bangalore,,Software Development Department,1 Oct 2018,2.0,5.0,5.0,5.0,5.0,5.0,5.0,great place to work,nothing,-1,great place to work nothing
Deputy Manager,Ahmedabad,,Sales Department,5 Oct 2018,5.0,1.0,3.0,3.0,3.0,1.0,2.0,gendle work,going to be loss,1,gendle work going to be loss
Field Service Engineer,,,"Operations, Maintenance & Support Department",1 Aug 2019,3.0,4.0,5.0,5.0,3.0,5.0,5.0,philips is very good place to work,nothing,0,philips is very good place to work nothing
Call Centre And Receptionist,Madurai,,Call centre Department,1 Jun 2019,1.0,3.0,4.0,3.0,4.0,3.0,2.0,the company has a very good work culture and work life balance,the scope for growth of individual is less compared to competitors,-1,the company has a very good work culture and work life balance the scope for growth of individual is less compared to competitors
Treasury Executive,Gurgaon,,Finance Department,5 Oct 2018,5.0,3.0,4.0,3.0,4.0,3.0,2.0,work from home option is the only good thing because the working hours during month ends will be killing you during non mec period can be relaxed by working from home,the hr team they will never give any information correct even the details in offer letter,1,work from home option is the only good thing because the working hours during month ends will be killing you during non mec period can be relaxed by working from home the hr team they will never give any information correct even the details in offer letter
Technical Specialist,Bangalore,,Software Development Department,3 Sep 2018,5.0,3.0,4.0,2.0,4.0,4.0,3.0,,,1, 
Assistant Manager Accounts,Chennai,,Accounting & Taxation Department,7 May 2019,2.0,5.0,5.0,5.0,5.0,5.0,5.0,,,-1, 
,,,,,,5.0,4.0,5.0,4.0,5.0,4.0,,,-1, 
,,,,,,3.0,1.0,2.0,1.0,1.0,1.0,,,-1, 
User Experience Designer,Bangalore,,UI / UX Department,4 Mar 2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nothing,no proper onboarding process there was no structure of deliverables for the interns interns werent treated properly and didnt get a relevant project which was mentioned at the time of the hiring,-1,nothing no proper onboarding process there was no structure of deliverables for the interns interns werent treated properly and didnt get a relevant project which was mentioned at the time of the hiring
Deputy Manager Finance - Financial Planning And Analysis,Chennai,,,7 May 2018,3.0,3.0,4.0,3.0,3.0,3.0,4.0,lot to learn and the involvement with the markets are high,while hiring leads the company top management should ensure that they are actually eligible or resourceful enough this will have a very goodbad impact on the work environment,0,lot to learn and the involvement with the markets are high while hiring leads the company top management should ensure that they are actually eligible or resourceful enough this will have a very goodbad impact on the work environment
Branch Service Incharge,Kolkata,,IT Support Department,1 Oct 2018,5.0,5.0,5.0,4.0,4.0,4.0,4.0,the best organisation in my career so far,nothing,1,the best organisation in my career so far nothing
Assistant Manager,Mumbai,,,8 Aug 2017,3.0,5.0,3.0,4.0,5.0,4.0,3.0,work life balance,"salary 
too slow decision making",0,"work life balance salary 
too slow decision making"
Technical Specialist,Bangalore,,Software Development Department,7 Dec 2018,4.0,5.0,3.0,3.0,5.0,5.0,4.0,good environment and team support,no problem,1,good environment and team support no problem
Housekeeping Supervisor,No It's In Bangalore,,,6 Nov 2021,4.0,3.0,4.0,3.0,3.0,4.0,5.0,best place to learn the channel sales   b2c  and b2b,little slow regarding promotion and the increment of salary,1,best place to learn the channel sales   b2c  and b2b little slow regarding promotion and the increment of salary
Sales Executive Senior,Kolkata,,,8 Jul 2018,4.0,4.0,5.0,4.0,4.0,4.0,3.0,,,1, 
Sales Executive,,,Retail & B2C Sales Department,7 Mar 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,good company which i never had previously,much better,1,good company which i never had previously much better
Incharge Nurse,Bangalore,,Nursing Department,5 Oct 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,work atmosphere,,1,work atmosphere 
Senior Accounting Specialist,,,,1 Oct 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,1, 
Factory Worker,Mohali,Full Time,,2 Jan 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,such a great company but unfortunately it was closed,nothing,1,such a great company but unfortunately it was closed nothing
Senior Accounting Specialist,"Kottivakkam, Chennai, Tamil Nadu",,Accounting & Taxation Department,8 Nov 2019,3.0,4.0,4.0,3.0,3.0,3.0,2.0,work from home  saturday sunday off  good leave policy flexibility of working hours,too much work for  lesser  pay,0,work from home  saturday sunday off  good leave policy flexibility of working hours too much work for  lesser  pay
Software Test Engineer,Bangalore,,Quality Assurance and Testing Department,7 Mar 2018,5.0,4.0,5.0,4.0,5.0,5.0,3.0,people in philips are helpful to develop our skill set and lot of internal training with cutting edge technologies to upgrade our skillets philips is open to innovation and adopts latest technologies we can reach out anyone overall ots good place to work with,nothing as of now,1,people in philips are helpful to develop our skill set and lot of internal training with cutting edge technologies to upgrade our skillets philips is open to innovation and adopts latest technologies we can reach out anyone overall ots good place to work with nothing as of now
Staff Nurse,Hyderabad,,Nursing  Department,0 Nov 2019,5.0,5.0,5.0,5.0,1.0,5.0,5.0,recommended company,nothing,1,recommended company nothing
Sales Promoter,Rajouri Garden,,,9 Nov 2018,4.0,3.0,4.0,3.0,2.0,5.0,2.0,good management,good culture,1,good management good culture
Sales Trainee,Gurgaon,,,4 Aug 2018,2.0,2.0,1.0,2.0,2.0,1.0,2.0,salary on time,bad management poor working staff dominating upper management no travel expenses in sales,-1,salary on time bad management poor working staff dominating upper management no travel expenses in sales
L.a.s.,Lakhimpur Kheri,,,3 Oct 2018,4.0,4.0,4.0,3.0,4.0,3.0,3.0,good in working but not good for career growth,not good in career growth and salary,1,good in working but not good for career growth not good in career growth and salary
Image Quality Specialist,Pune,,Software Development Department,7 Oct 2018,4.0,5.0,4.0,3.0,3.0,4.0,4.0,great place to work,may be location,1,great place to work may be location
Order Processing Executive,Chennai,,SCM & Logistics Department,5 Mar 2019,4.0,4.0,4.0,3.0,2.0,4.0,3.0,"the company provides the best environment to work with maintaining a balance life between work and family 
ample opportunities to grow and learn",there is nothing to dislike about this company,1,"the company provides the best environment to work with maintaining a balance life between work and family 
ample opportunities to grow and learn there is nothing to dislike about this company"
Order Manager,Gurgaon,,,3 Mar 2018,5.0,4.0,4.0,3.0,2.0,4.0,3.0,,,1, 
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,,-1, 
Field Service Engineer,Gurgaon,,Operations  Department,7 Aug 2018,5.0,5.0,5.0,5.0,1.0,5.0,2.0,philips has good work culture,job security is big challenge,1,philips has good work culture job security is big challenge
Sr.consultant,Bangalore,,HR Operations Department,3 Aug 2018,4.0,4.0,3.0,3.0,3.0,4.0,2.0,flexibility  worklife balance,opportunity,1,flexibility  worklife balance opportunity
Deputy Manager-sales,Mumbai,,Enterprise & B2B Sales Department,2 Aug 2018,4.0,5.0,3.0,5.0,4.0,5.0,2.0,work life balance,career growth,1,work life balance career growth
Scrum Master,Bangalore,,,2 Apr 2018,4.0,5.0,4.0,4.0,4.0,4.0,4.0,good encouraging environment lots of freedom for people to get creative and do things better very good work life balance,some amount of office politics in some teams,1,good encouraging environment lots of freedom for people to get creative and do things better very good work life balance some amount of office politics in some teams
Hr Executive,Mohali,,Hr Department,3 Jun 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,company environment is excellent,nothing,1,company environment is excellent nothing
Channel Sales Officer,Kolkata,,,8 Jan 2018,1.0,1.0,4.0,4.0,1.0,1.0,3.0,learning and skill development is good,no job security everymonth end you get to hear that you will be sacked from your job no work life balance managers are remorseless with zero empathy terrible place to be in,-1,learning and skill development is good no job security everymonth end you get to hear that you will be sacked from your job no work life balance managers are remorseless with zero empathy terrible place to be in
Deputy Manager Finance Accounts,Chennai,,,9 Sep 2018,5.0,5.0,5.0,4.0,4.0,4.0,4.0,good work life balance brand,nothing,1,good work life balance brand nothing
Front Office Executive,Gurgaon,,Front Office & Guest Services Department,2 Aug 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,environment,nothing,1,environment nothing
Nursing Supervisor,Mumbai,,Nursing superior  Department,7 Jan 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,it was good exsperiance staff value,good,1,it was good exsperiance staff value good
Talent Acquisition Specialist,Bangalore And Chennai,,Recruitment & Talent Acquisition Department,5 Nov 2018,5.0,5.0,5.0,4.0,4.0,5.0,5.0,nothing,,1,nothing 
Senior Technical Specialist,Bangalore,Full Time,Software Development Department,0 Jul 2018,4.0,5.0,4.0,3.0,5.0,5.0,4.0,compensation is up to the industry standard,unlimited sick leaves christmas shutdown,1,compensation is up to the industry standard unlimited sick leaves christmas shutdown
Software Technologist-I,Bangalore,,,2 Feb 2019,1.0,5.0,2.0,3.0,5.0,1.0,1.0,politics and technically outdated leaders who arent scared of taking risks,yes i want to job in philips,-1,politics and technically outdated leaders who arent scared of taking risks yes i want to job in philips
System Engineer,,,IT Network Department,7 Mar 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,no,the organization and the brand is good  ,1,no the organization and the brand is good  
Sale Promoter.  Philips Audio,Reliance Digital Delhi,,Sales Department,3 Dec 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,work life balance pathetic  not required work pressure,compensation part,1,work life balance pathetic  not required work pressure compensation part
Regional Sales Manager Semi Urban- North,Gurgaon,,,1 May 2018,3.0,5.0,3.0,5.0,5.0,5.0,5.0,there is no opportunity to grow,"1st all over safety is 1st in philips
skill development working place totally 5slean behavior training",0,"there is no opportunity to grow 1st all over safety is 1st in philips
skill development working place totally 5slean behavior training"
Head Supply Chain Management,Gurgaon,,SCM & Logistics Department,6 Dec 2018,4.0,1.0,4.0,4.0,2.0,4.0,2.0,no,nothing,1,no nothing
Assistant Manager Service & Operations And Area Sales Manager - Gujrat,Mumbai,,,0 Oct 2018,3.0,4.0,3.0,4.0,3.0,4.0,4.0,pathetic work culture you will be loaded with work and expectations is sky high in return management does not support you to perform knowledge transfer from offsite to gbs happens highly unstructured expect surprises when you work which are not covered in kt only way company knows to get work done from you is by threatening your job hier and fire is the culture,the environment is awesome where you can acquire knowledge and can polish your skill well,0,pathetic work culture you will be loaded with work and expectations is sky high in return management does not support you to perform knowledge transfer from offsite to gbs happens highly unstructured expect surprises when you work which are not covered in kt only way company knows to get work done from you is by threatening your job hier and fire is the culture the environment is awesome where you can acquire knowledge and can polish your skill well
Maintenance Fitter Technician,Vadodara,,,1 Mar 2018,5.0,4.0,3.0,4.0,3.0,4.0,4.0,in the closing you have to seat late night,,1,in the closing you have to seat late night 
Manager,Chennai,,Finance Department,2 Apr 2018,1.0,5.0,2.0,4.0,1.0,1.0,1.0,,,-1, 
Finance Executive,Gurgaon,,Finance and accounts Department,1 Aug 2019,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,,1, 
,,,,,,2.0,3.0,3.0,1.0,1.0,1.0,,,-1, 
,,,,,,4.0,4.0,4.0,3.0,5.0,3.0,,,-1, 
Brand Promoter,Pune,,Retail Department,4 Mar 2019,3.0,3.0,5.0,3.0,2.0,3.0,2.0,no,no,0,no no
"Deputy Manager - Personal Health Division, Sales",,,BD / Pre Sales Department,1 Jul 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,greate,greate,1,greate greate
Area Service Manager,Haryana,,"Operations, Maintenance & Support Department",0 Aug 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,company give good knowledge but no growth as well as not at perfect transaction of this company n satisfaction overall not bad ya we can not good,"not getting perfect of incentive 
never get a growth from this company",1,"company give good knowledge but no growth as well as not at perfect transaction of this company n satisfaction overall not bad ya we can not good not getting perfect of incentive 
never get a growth from this company"
Computer Hardware,Noida,,,3 Jun 2019,5.0,4.0,4.0,4.0,5.0,4.0,5.0,ggg,ghg,1,ggg ghg
Deputy Manager Maintenance,Pune,,Construction / Manufacturing Department,6 Dec 2018,4.0,5.0,5.0,5.0,5.0,5.0,5.0,good company,philips home care is now a days very reputed health care company to reach our goals,1,good company philips home care is now a days very reputed health care company to reach our goals
Sales Executive,Navi Mumbai,,Retail & B2C Sales Department,8 May 2019,4.0,5.0,5.0,5.0,5.0,5.0,5.0,there is nothing to tell about dislike regarding job satisfaction,great experience,1,there is nothing to tell about dislike regarding job satisfaction great experience
Coordinator,Bhagalpur,,Coordinator  Department,5 Jan 2019,5.0,4.0,4.0,4.0,4.0,4.0,3.0,nothing as of now,,1,nothing as of now 
Branch Marketing Manager,,,Enterprise & B2B Sales Department,0 Aug 2018,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,,1, 
Home Care Nurse,MANYATA TECH PARK HEBBAL BENGALURU.,,,5 Feb 2018,4.0,2.0,4.0,2.0,2.0,2.0,1.0,,,1, 
Deputy Manager (CS) - (Modality-Cathlab).Manager Home Services,Gurgaon,,IT Support Department,0 Sep 2018,5.0,5.0,1.0,5.0,5.0,5.0,5.0,,,1, 
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,,-1, 
,,,,,,3.0,4.0,3.0,3.0,4.0,4.0,,,-1, 
,,,,,,4.0,5.0,4.0,5.0,4.0,4.0,,,-1, 
Documentation Executive,Gurgaon,Full Time,,0 May 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,its a good place to work,nothing,1,its a good place to work nothing
Senior Accounting Specialist.,Chennai,Full Time,,0 Mar 2018,4.0,4.0,4.0,4.0,2.0,4.0,3.0,its brand name and company culture,work satisfaction politics job security,1,its brand name and company culture work satisfaction politics job security
Deputy Manager,Kolkata,Intern,sales Department,9 Mar 2018,4.0,5.0,4.0,4.0,4.0,4.0,4.0,work environmentculturesalary and benifits,politicstraining,1,work environmentculturesalary and benifits politicstraining
Technical Specialist 2,Bangalore,,,3 Jul 2018,4.0,4.0,4.0,4.0,5.0,4.0,4.0,good learning curve and work life balance,improvement in technology,1,good learning curve and work life balance improvement in technology
Sr. Software Engineer,Bangalore,,Software Development Department,5 Nov 2018,5.0,5.0,4.0,5.0,5.0,5.0,5.0,excellent work environmentthings to learn,nothing much,1,excellent work environmentthings to learn nothing much
Intern,Bangalore,,Data Science Platform Department,9 Mar 2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0,i already worked with philips lighting innovationworking culture is nice,everything is good,1,i already worked with philips lighting innovationworking culture is nice everything is good
Pricing Executive  - SAP --,Gurgaon,,,8 Mar 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,hr means zero,yes,1,hr means zero yes
Customer Care Manager,Jabalpur (Madhya Pradesh),,,6 Jan 2022,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,1, 
Area Sales Manager,Delhi NCR,,,0 Jan 2022,1.0,5.0,5.0,5.0,5.0,1.0,1.0,,,-1, 
O&m Executive,Gurgaon,,Stores & Material Management Department,6 Nov 2018,5.0,1.0,1.0,1.0,1.0,4.0,5.0,,,1, 
,,,,,,3.0,4.0,3.0,4.0,4.0,5.0,,,-1, 
,,,,,,3.0,4.0,3.0,4.0,,,,,-1, 
Hr Admin,Bangalore,,HR Operations Department,6 Nov 2018,5.0,4.0,4.0,5.0,4.0,5.0,4.0,products are wonderful,worst worklife balance with lot of politics  no job security,1,products are wonderful worst worklife balance with lot of politics  no job security
Opretor,,,,6 Apr 2019,5.0,4.0,4.0,5.0,4.0,5.0,4.0,everything,nothing,1,everything nothing
Assistant Manager,Delhi,,,9 Mar 2019,2.0,3.0,5.0,3.0,1.0,3.0,5.0,nice experience,politics,-1,nice experience politics
Senior Technical Specialist,Bangalore,,IT Network Department,5 Apr 2018,5.0,3.0,5.0,3.0,1.0,3.0,5.0,work life balance,innovative,1,work life balance innovative
Sales Executive,Kolkata,,Enterprise & B2B Sales Department,0 Aug 2018,5.0,1.0,1.0,1.0,1.0,1.0,1.0,philips is big company to work  but in third party payroll like v5 global is not good i worked in philips under v5 global near about 5 year after i left last 5 year i am trying to withdraw my pf amount throw v5 global  2 times i was submitted my documents to withdraw but not giving any response to me any one of them lots of remaining mail send to them by regional head of philips finally its still pendingread more,under v5 global i dont think so its good place to work,1,philips is big company to work  but in third party payroll like v5 global is not good i worked in philips under v5 global near about 5 year after i left last 5 year i am trying to withdraw my pf amount throw v5 global  2 times i was submitted my documents to withdraw but not giving any response to me any one of them lots of remaining mail send to them by regional head of philips finally its still pendingread more under v5 global i dont think so its good place to work
Tacnicion Maint Fitter,Mohali,,"Operations, Maintenance & Support Department",2 Aug 2018,5.0,5.0,5.0,4.0,5.0,5.0,5.0,work satisfaction good culture worklife balance lots to learn everyone has a say in decision making work from home,sometimes job security,1,work satisfaction good culture worklife balance lots to learn everyone has a say in decision making work from home sometimes job security
Sales Executive,Guwahati,,Marketing Department,9 Feb 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,training provided by philips is the best,no work life balance  no one is listing to the employees even your manager used abused language still hr favors you manager only after providing all the evidences especially the territory manager of punjab  sumit gupta  who is black listed from pgi command hospital and most of senior hospitals wont allow him to come to their hospital but still there is no one who can take action upon him  there is no value of work in philips only documentation need to be updated  philips has nothing to do with customer satisfaction and quality of work read more,1,training provided by philips is the best no work life balance  no one is listing to the employees even your manager used abused language still hr favors you manager only after providing all the evidences especially the territory manager of punjab  sumit gupta  who is black listed from pgi command hospital and most of senior hospitals wont allow him to come to their hospital but still there is no one who can take action upon him  there is no value of work in philips only documentation need to be updated  philips has nothing to do with customer satisfaction and quality of work read more
Senior Hr Executive,Chennai,,,5 Sep 2018,5.0,4.0,3.0,4.0,3.0,4.0,3.0,,,1, 
Assistant Manager Service,Chandigarh,,,2 Sep 2017,1.0,1.0,5.0,2.0,2.0,3.0,2.0,,,-1, 
DMS Champ,Gurgaon,,Non Voice Department,2 Oct 2018,3.0,5.0,5.0,3.0,3.0,5.0,4.0,,,0, 
,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,-1, 
,,,,,,4.0,2.0,3.0,3.0,4.0,2.0,,,-1, 
,,,,,,4.0,2.0,3.0,3.0,4.0,2.0,,,-1, 
Sap Abap Consultant,Manyata Tech Park Banglore,Full Time,Software Development Department,6 Sep 2019,2.0,2.0,5.0,2.0,1.0,5.0,5.0,if you selected philips  direct payroll its very good opportunity  for me its contract job through wipro technologies i have worest experience with project manager pankaj lot of politics he play lied with me dont join as a contract employee in phillips,work presser more and environment not good there is no proper seating facility in my wing and no conference rooms always busy very limited rooms every time its pre occupied,-1,if you selected philips  direct payroll its very good opportunity  for me its contract job through wipro technologies i have worest experience with project manager pankaj lot of politics he play lied with me dont join as a contract employee in phillips work presser more and environment not good there is no proper seating facility in my wing and no conference rooms always busy very limited rooms every time its pre occupied
Site IT Officer,Chennai,,IT Support Department,4 Sep 2017,5.0,5.0,5.0,5.0,5.0,5.0,5.0,peoples are very much friendly i never find a difference between gradeall are employee  working for philips,nothing those who work hard never point out about a company so if you are perfect then everything is good,1,peoples are very much friendly i never find a difference between gradeall are employee  working for philips nothing those who work hard never point out about a company so if you are perfect then everything is good
Sales Executive,,,Enterprise & B2B Sales Department,7 Jan 2019,5.0,4.0,5.0,5.0,4.0,5.0,5.0,learnings,timings,1,learnings timings
Hr Specialist,Chennai,,,7 Dec 2021,4.0,4.0,5.0,5.0,4.0,5.0,5.0,near to my house,job security,1,near to my house job security
Senior Manager,Chennai,,Accounting & Taxation Department,6 Jul 2018,1.0,5.0,5.0,4.0,5.0,4.0,5.0,work life balance innovation,working culture bossism career growth politics,-1,work life balance innovation working culture bossism career growth politics
Technical Specialist,Bangalore,,Software Development Department,3 May 2018,2.0,1.0,2.0,4.0,1.0,3.0,2.0,"i am mistek that fast in this copmani
bocose now we suffaring we didint get a 2 month salary",bad company i think i have exp in bengkore 7yar no one compani nt doing this type but philps is the bad compani,-1,"i am mistek that fast in this copmani
bocose now we suffaring we didint get a 2 month salary bad company i think i have exp in bengkore 7yar no one compani nt doing this type but philps is the bad compani"
Promoter,Benglore,,Marketing Department,7 Sep 2017,1.0,3.0,2.0,2.0,3.0,2.0,2.0,training skills,work culture and management,-1,training skills work culture and management
Assistant Manager And Senior Service Engineer,Hyderabad,,,0 May 2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,-1, 
Application Specialist,Chennai,,Corporate Affairs Department,0 Sep 2018,4.0,1.0,4.0,1.0,1.0,1.0,1.0,,,1, 
SALES ACTIVATION MANAGER,,,BD / Pre Sales Department,0 Aug 2019,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,,1, 
,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,-1, 
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,,-1, 
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,,-1, 
Software Engineer 1,,Full Time,Software Development Department,4 Jan 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,the learning aspect,nothing,1,the learning aspect nothing
Gis Executive,Gwalior,,,9 Mar 2018,4.0,4.0,4.0,4.0,4.0,4.0,4.0,career growth,salaryappraisal,1,career growth salaryappraisal
Electronics Engineer,,,Engineering Department,1 Jan 2019,5.0,5.0,5.0,4.0,4.0,3.0,5.0,great company to work for,there is nothing to dislike,1,great company to work for there is nothing to dislike
Area Business Manager,"Hyderabad/Secunderabad, Telangana",,,0 Jul 2022,5.0,5.0,5.0,4.0,4.0,3.0,5.0,i like philips company,i am not satisfy on working routine,1,i like philips company i am not satisfy on working routine
Store Keeper,Ghaziabad,,Lighting Department,1 Oct 2018,3.0,5.0,5.0,5.0,5.0,5.0,5.0,learning  opportunities,nothing till now,0,learning  opportunities nothing till now
Assistant Manager,Chennai,,Accounting & Taxation Department,7 Mar 2018,5.0,4.0,4.0,4.0,4.0,5.0,5.0,nice,no,1,nice no
COMMERCIAL EXECITUVE,Kolkata,,Marketing Department,6 Mar 2018,4.0,4.0,5.0,5.0,5.0,5.0,5.0,the work culture is really awesome,nothing only location concern,1,the work culture is really awesome nothing only location concern
Team Leader It,Chennai,,IT Support Department,9 Aug 2018,5.0,4.0,4.0,3.0,3.0,3.0,4.0,work culture  balanced approach,multiple projects on same goals sometimes kind of duplications,1,work culture  balanced approach multiple projects on same goals sometimes kind of duplications
Senior Technical Specialist,Bengaluru/Bangalore,,Software Development Department,5 Mar 2023,4.0,5.0,5.0,5.0,5.0,5.0,5.0,learnings,nothing as such,1,learnings nothing as such
Deputy Manager FP&A,Chennai,,Non Voice Department,6 Mar 2018,5.0,4.0,5.0,4.0,4.0,5.0,4.0,,,1, 
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,,-1, 
Deputy Manager,,Full Time,,4 Dec 2018,5.0,5.0,5.0,2.0,5.0,5.0,3.0,work life balance,no transparency,1,work life balance no transparency
Technical Specialist,Bangalore,,Software Development Department,3 Jul 2018,5.0,5.0,5.0,2.0,5.0,5.0,3.0,nice knowledgeable and motivated people,no comments,1,nice knowledgeable and motivated people no comments
Customer Service Executive,,,,0 Aug 2018,5.0,5.0,4.0,4.0,4.0,5.0,4.0,friendly culture and development growth friendly environment,best place to learn new things and get shaped for future endeavours,1,friendly culture and development growth friendly environment best place to learn new things and get shaped for future endeavours
